ADANA-36
UCIMUMUF-14
UCIMUMUF-25
UCIMUMUF-39
UCIMUMUF-47
UCIMUMUF-8
UGUCZICERE-4
UGZIKURU-1
UKCUKECU-4
UKGUF-3
UKETU-3
UKHIFUR-10
UKHIFUR-12
UKHIFUR-5
UKVEREF-1
UZUCUEGZU-3
UZUSEHIR-1
UZITEM-1
UZHUZZU-1
UZHUZZU-7
UZTIFMUMZU-1
UMTURCIK-101
UFUFURTUZUR-1
URUTUF-2
URIZ-1
URTUF-1
USUGIKEFUK-1
UTUTUG-1
UTZIT-1
UMUZZI-2
UMICI-2
TUTUHUKI-2
TUFRU-1
TUHUR-4
TUKUCUK-1
TUKUCUK-3
TUKUCIK-6
TUZUTUF-1
TUFURZI-1
KURUCUT-6
KURUGEZ-1
KURUHICIR-1
KURUHEMUK-1
KURUKIZISE-1
KURUKEC-4
KURUKUS-17
KURUKUS-19
KURUKUS-33
KURUKUS-35
KURUKUS-41
KURUHIFUR-1
KURUHIFUR-2
KURUTCHEK-9
KURUTEHE-2
KURTUZTEHE-7
KURTUZTEHE-9
KUSIMZI-1
KUSTEZ-12
KUSTEZ-3
KUSTEZ-5
KUTRUFZI-3
KUVUCIK-1
KUVUKCERE-1
KUVUKCERE-7
KUMUKEM-12
KUMUKEM-13
KUMUKEM-27
KUMUKEM-35
KUMUZUR-3
KUMUMEZU-2
KUMUMEZU-4
KUMUMEZU-7
KUMI-3
KUMI-5
KUMFUKCERE-1
KEMERZI-1
KEFTUZUF-2
KERVUF-1
KIZUVUZTEHE-6
KIZICKUMU-1
KIZICZI-1
KIZITTUHIR-1
KIRTEHE-1
KISZU-2
KECHISUR-1
KEZZUKUVUK-1
KEHRU-1
KEHRUCUM-1
KERUCU-1
KESEZER-8
KEZHIFUR-1
KUZECIK-1
KUZEZI-4
KUMRUZUR-5
KUMRUZUR-7
KURKUF-20
KURKUF-36
KURKUF-38
KURKUF-51
KURKUF-53
KURKUF-9
KUTZUUZUF-4
KUTZUK-1
KUZEM UKCEZI-4
KUZEM UKCEZI-6
KUZEM TEMKUF-1
KUZEM CICUF-1
KUZEM CIFCER-2
KUZEM KURUKUS-1
KUZEM KURUKUS-11
KUZEM KURUKUS-24
KUZEM KURUKUS-25
KUZEM KUMUKEM-4
KUZEM KUMI-2
KUZEM MURMURU-9
KUZEM ESMUFCIK-13
KUZEM HRIFES-1
ZEIZ-1
MUGRIH-14
MUGRIH-16
MUGRIH-33
MUGRIH-35
MUGRIH-50
MUGRIH-52
MUZUTEHE-13
MUZUTEHE-19
MUZUTEHE-28
MUZUTEHE-32
MUZUTEHE-40
MUZIKIRUF-1
MEHMETCERE-1
MICMUT-1
MICMUT-101
MEZZUCUTIR-1
MUREFTE-1
MURSUZZI-1
MUSUTEMZI-1
FEMRUT-1
FEMRUT-4
FUSRUTZI-6
ETUZI-1
ECH-966
ERTUKCI-1
ERTUKCI-4
ERTUTEHE-1
ESMUFZI-14
ESMUFZI-16
EVUKEM-1
EMUZI-1
EMMUKZI-1
EZUF SUFGURZU-5
EZUF SUFGURZU-6
EZTEM-1
HUSUEGZU-3
HUSUEGZU-7
HUSUMERI-1
HIFUR-1
HIFURTUSI-1
HRIFES-5
RUMUF-1
RUMUF-113
RUMUF-115
RUMUF-131
RUMUF-133
RUMUF-152
RUMUF-154
RUMUF-170
RUMUF-172
RUMUF-188
RUMUF-19
RUMUF-205
RUMUF-207
RUMUF-223
RUMUF-225
RUMUF-241
RUMUF-243
RUMUF-251
RUMUF-262
RUMUF-271
RUMUF-283
RUMUF-292
RUMUF-312
RUMUF-33
RUMUF-332
RUMUF-42
RUMUF-52
RUMUF-62
RUMUF-72
RUMUF-82
RUMUF-92
REC TEZT-2
REMHUFZI-1
SUCUK-1
SUHUTUF-15
SUHUTE-1
SUMTUMUT-13
SUMTUMUT-3
SUMTUMUT-9
SUFCUKTEHE-2
SURUFZI-2
SURICUK-1
SURIK-1
SURIZUR-2
SURISEGUT-1
SURKEM ITG-2
SURFIC-1
SUVRUF-1
SEHIT UMTUKE MUZCIF-12
SEHIT UMTUKE MUZCIF-18
SEHIT UMTUKE MUZCIF-28
SEHIT ESMU CEVIK TECIRMUF-1
SEHIT ESMU CEVIK-1
SEHIT ESMU CEVIK-15
SEHIT ESMU CEVIK-3
SEZME H-39
SEZME H-85
SEZME-105
SEZME-17
SEZME-27
SEZME-32
SEZME-40
SEZME-46
SEZME-54
SEZME-60
SEZME-72
SEZME-80
SEFKEM-1
SEVIFCI-1
SEMMEF-2
SIZIVUFKU SIFUF-4
SIZIVUFKU-15
SIZIVUFKU-25
SIZIVUFKU-34
SIZIVUFKU-5
SIZEHI-1
SIFCUF-10
SIFIRTEHE-1
SIVRITEHE-101
SEGUTZU-1
SUZEMMUFIME-2
SURMEFE-1
SUVURZI-4
TUSKUHI-1
TUSHIFUR-5
TUTURZI-8
TUVRI-1
TCR-7
TEKIRCUG T-21
TEKIRCUG C-2
TEKIRCUG S-11
TEKIRCUG S-2
TEKIRCUG S-3
TEKIRCUG S-33
TEKIRCUG S-37
TEKIRCUG S-46
TEKHIFUR-1
TERZIZI-2
TEST-2
TG-8
TEKURIS-11
TEKURIS-18
TEKURIS-19
TEKURIS-7
TEMTEHE-10
TEMTEHE-5
TEMTEHE-6
TSK-2
TURKUZI-16
TURKUZI-6
TUZZUCU-1
UGRUK-1
UZUS-1
UZUKEM-2
UMURCU H-1
UMURCU E-9
UMURKEM-1
USTUFTUS-1
UZUFHIFUR-1
VUKIFZUR E-5
VURIFCU HUZRE-3
VURIFCU-19
VURIFCU-32
VURIFCU-35
VEZIMESE-2
MUGCI SIG-5
MUGCI-13
MUKUHZU-1
MUFUFKEM-2
MUFCIKZUR-1
MUMIK-2
MUZIKEM-1
MUZMUF-1
MECIEZUK-1
MEZKESEF-1
MEZKEVUF-1
MEFITUG-1
MEFIKEM-12
MEFIKEM-21
MEFIKEM-29
MEFIKEM-35
MEFIKEM-42
MEFISEHIR-6
MESIZCERE-1
MESIZTEHE-1
MERUKCERE-1
MUZUFZI-1
MUFUS-1
ZEMFEZ-10
ZEMFEZ-18
ZEMFEZ-3
ZEFGUZCUKCTM-1
